Country_of_Origin,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Moisture,farm_altitude_mean_meters,Total_Cup_Points
Guatemala,2016,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,7.67,0.11,1500,83.83
Guatemala,2014,7.58,7.83,7.33,8,7.58,7.75,10,10,10,7.75,0.1,48.12377472,83.83
Guatemala,2013,7.5,7.83,7.5,7.83,7.83,7.67,10,10,10,7.67,0.11,260.128512,83.83
Mexico,2012,7.67,8,7.67,7.42,7.67,7.5,10,10,10,7.92,0.1,1218,83.83
Mexico,2012,7.67,7.58,7.5,7.75,7.75,7.75,10,10,10,7.83,0.11,1300,83.83
Taiwan,2016,7.75,7.67,7.5,7.75,7.75,7.67,10,10,10,7.75,0,1200,83.83
Taiwan,2014,7.67,7.75,7.67,7.75,7.42,7.75,10,10,10,7.83,0,534.19248,83.83
Thailand,2011,7.75,7.75,7.58,8,7.67,7.58,10,10,10,7.5,0.02,399.483072,83.83
Brazil,2017,7.5,7.75,7.58,7.5,7.58,7.5,10,10,10,8.5,0,890,83.92
Brazil,2016,7.58,7.67,7.67,7.75,7.58,7.83,10,10,10,7.83,0.11,934,83.92
Colombia,2016,7.75,7.67,7.5,7.75,7.83,7.75,10,10,10,7.67,0.11,510.96672,83.92
Colombia,2014,7.75,7.58,7.67,7.83,7.83,7.67,10,10,10,7.58,0,1775,83.92
Colombia,2014,7.67,7.83,7.67,7.75,7.67,7.83,10,10,10,7.5,0.12,1550,83.92
Mexico,2017,7.83,7.83,7.58,7.92,7.42,7.5,10,10,10,7.83,0.11,1300,83.92
Mexico,2012,7.67,7.75,7.58,7.67,7.75,7.83,10,10,10,7.67,0.12,900,83.92
Mexico,2012,7.5,7.67,7.58,7.83,7.75,7.75,10,10,10,7.83,0.11,1500,83.92
Mexico,2012,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10,10,7.75,0,1400,83.92
Taiwan,2015,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10,10,7.83,0.11,1200,83.92
Taiwan,2014,8,7.92,7.92,7.92,7.67,7.33,10,10,10,7.17,0.06,950,83.92
Thailand,2015,7.67,7.75,7.5,7.67,7.67,7.83,10,10,10,7.83,0.1,1350,83.92
Brazil,2013,7.58,7.83,7.67,7.25,8,7.75,10,10,10,7.92,0.1,1260,84
Colombia,2014,7.67,7.67,7.83,7.58,7.58,7.83,10,10,10,7.83,0.11,1600,84
Colombia,2014,7.67,7.75,7.67,7.67,7.67,7.75,10,10,10,7.83,0.12,1480,84
Colombia,2014,7.58,7.42,7.75,7.92,7.75,7.92,10,10,10,7.67,0.12,1450,84
Colombia,2014,7.67,7.67,7.5,7.5,7.67,7.67,10,10,10,8.33,0.12,1775,84
Colombia,2013,7.67,7.83,7.67,7.75,7.67,7.75,10,10,10,7.67,0.11,1700,84
Ethiopia,2017,7.83,7.75,7.67,7.75,7.33,7.75,10,10,10,7.92,0.11,1800,84
Ethiopia,2013,7.75,7.75,7.5,7.58,7.67,7.92,10,10,10,7.83,0.09,1550,84
Guatemala,2015,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,0.12,399.483072,84
Guatemala,2014,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,7.5,0.1,13,84
Guatemala,2014,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,7.83,0.1,40,84
Honduras,2017,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,7.75,0.1,1500,84
Kenya,2012,7.67,7.83,7.5,7.75,7.92,7.67,10,10,10,7.67,0,1200,84
Kenya,2012,7.67,7.75,7.67,7.75,7.83,7.67,10,10,10,7.67,0,1650,84
Uganda,2012,7.92,7.75,7.58,7.67,7.67,7.83,10,10,10,7.58,0.1,1700,84
Colombia,2017,7.83,7.5,7.42,7.5,7.83,8.5,10,10,10,7.5,0,487.74096,84.08
Colombia,2014,7.92,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,0,1775,84.08
Ethiopia,2012,7.92,7.92,7.83,8,7.92,7.92,10,10,8.67,7.92,0.09,1800,84.08
Guatemala,2014,7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,0.1,1550,84.08
Mexico,2012,7.67,7.75,7.67,7.75,7.67,7.75,10,10,10,7.83,0.11,1480,84.08
Taiwan,2016,7.58,7.67,7.67,7.67,7.75,7.83,10,10,10,7.92,0.1,968,84.08
Brazil,2015,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,0,1150,84.17
Brazil,2012,7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,0.11,1038.5,84.17
Colombia,2015,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,0,1775,84.17
Colombia,2014,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,0.12,1530,84.17
Colombia,2012,7.75,7.75,7.75,7.75,7.83,7.75,10,10,10,7.58,0,1750,84.17
Costa Rica,2016,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,0.09,1700,84.17
Costa Rica,2014,7.67,7.75,7.67,7.75,7.5,8,10,10,10,7.83,0,1850,84.17
El Salvador,2013,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10,10,7.92,0.11,1500,84.17
Ethiopia,2014,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,7.75,0.1,1606.5,84.17
Guatemala,2017,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,0.13,1700,84.17
Guatemala,2016,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,0.11,12,84.17
Guatemala,2016,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,0.1,1565,84.17
Guatemala,2016,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,0.1,3280,84.17
Guatemala,2013,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,0.11,260.128512,84.17
Kenya,2013,7.58,7.75,7.75,7.75,7.75,7.83,10,10,10,7.75,0.08,457.1758598,84.17
Nicaragua,2015,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,0.12,1000,84.17
Tanzania (United Republic Of),2014,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,7.67,0.13,1400,84.17
Uganda,2012,7.83,7.75,7.5,7.83,7.83,7.75,10,10,10,7.67,0.11,1600,84.17
China,2015,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,0.1,1400,84.25
Colombia,2016,7.83,7.58,7.75,7.58,7.67,8,10,10,10,7.83,0.11,2560,84.25
Colombia,2015,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,0.11,1775,84.25
Colombia,2015,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,0.12,1775,84.25
Colombia,2015,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,0.12,1800,84.25
Colombia,2015,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,0.12,464.5152,84.25
Colombia,2013,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,7.83,0.11,1700,84.25
Guatemala,2016,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,0.11,1500,84.25
Guatemala,2015,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,7.75,0.1,1,84.25
Guatemala,2014,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,7.83,0.1,13,84.25
Mexico,2012,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,7.75,0.12,1450,84.25
Mexico,2012,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,7.75,0.12,1170,84.25
Mexico,2012,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,7.83,0.1,1400,84.25
Taiwan,2016,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,7.67,0.12,1000,84.25
Tanzania (United Republic Of),2014,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,7.83,0.12,1620,84.25
Tanzania (United Republic Of),2014,7.83,7.75,7.75,7.75,7.67,7.75,10,10,10,7.75,0.12,1600,84.25
Thailand,2015,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,0.12,1200,84.25
Uganda,2012,8.17,7.75,7.58,7.67,7.83,7.58,10,10,10,7.67,0.13,1700,84.25
Brazil,2011,8.17,8,7.5,7.75,7.5,7.67,10,10,10,7.75,0,1275,84.33
Brazil,2011,8,8,7.5,7.5,7.67,7.75,10,10,10,7.92,0.02,1050,84.33
Colombia,2015,7.75,7.67,8,7.67,8.08,7.83,10,10,10,7.33,0.11,464.5152,84.33
Colombia,2013,7.75,7.58,7.33,7.83,7.58,8.08,10,10,10,8.17,0,1800,84.33
Guatemala,2010,7.5,7.67,7.75,7.67,7.92,7.92,10,10,10,7.92,0.04,371.61216,84.33
Honduras,2016,7.92,8,7.75,7.67,7.67,7.75,10,10,10,7.58,0.1,1500,84.33
Honduras,2016,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,0.11,1500,84.33
Kenya,2017,7.33,7.58,7.83,7.75,7.75,7.92,10,10,10,8.17,0.11,1800,84.33
Mexico,2012,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,0.12,1700,84.33
Colombia,2014,7.92,7.75,7.67,7.92,7.67,7.75,10,10,10,7.75,0,1775,84.42
Costa Rica,2016,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,0.1,1300,84.42
Indonesia,2017,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,0,1400,84.42
Mexico,2012,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,7.83,0.12,900,84.42
Taiwan,2012,7.83,7.83,7.75,8,7.5,7.75,10,10,10,7.75,0.11,1200,84.42
China,2015,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,0.1,1680,84.5
China,2013,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,0,1100,84.5
Colombia,2015,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,0.12,1800,84.5
Costa Rica,2017,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,0.1,1200,84.5
Costa Rica,2014,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,0.11,1700,84.5
Guatemala,2013,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,0.11,260.128512,84.5
Kenya,2012,7.92,7.83,7.67,8,7.67,7.75,10,10,10,7.67,0.11,2000,84.5
Mexico,2012,8,7.92,7.42,8.08,7.5,7.67,10,10,10,7.92,0.12,1350,84.5
Mexico,2012,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,7.67,0.11,1500,84.5
Uganda,2016,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,0.11,1750,84.5
Brazil,2011,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,0.12,1300,84.58
Brazil,2011,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,0.11,1100,84.58
Colombia,2016,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,0,1500,84.58
Colombia,2013,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,0,1550,84.58
Colombia,2013,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,0,1750,84.58
Colombia,2012,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,0,1750,84.58
Colombia,2012,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,0.11,1800,84.58
Costa Rica,2012,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,0.12,1575,84.58
Guatemala,2014,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,0.11,399.483072,84.58
Guatemala,2014,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,0.09,12,84.58
Kenya,2013,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,0.1,1800,84.58
Colombia,2013,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,0,1550,84.67
Costa Rica,2015,8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,0.1,1150,84.67
Costa Rica,2014,8.17,8,7.83,7.17,7.83,7.75,10,10,10,7.92,0.12,1750,84.67
Costa Rica,2014,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,0.08,1750,84.67
Costa Rica,2014,8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,0.11,1200,84.67
El Salvador,2016,7.83,7.83,7.5,8,7.83,7.67,10,10,10,8,0,1350,84.67
Ethiopia,2014,8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,0.1,1900,84.67
Ethiopia,2009,7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,0.2,1750,84.67
Guatemala,2015,7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,0.1,1600,84.67
Guatemala,2012,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,0.11,250.5,84.67
Guatemala,2012,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,0.12,399.483072,84.67
Indonesia,2016,7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,0.12,1200,84.67
Kenya,2012,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,0.11,2000,84.67
Mexico,2012,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,0.13,1200,84.67
Taiwan,2013,8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,0.11,1000,84.67
Uganda,2012,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,7.83,0.11,1775,84.67
El Salvador,2010,7.75,8,8,8.33,7.67,7.92,10,10,9.33,7.75,0.15,1200,84.75
Honduras,2014,7.83,7.75,8,7.67,7.67,7.67,10,10,10,8.17,0.11,1450,84.75
Kenya,2014,7.92,7.83,7.58,7.92,7.75,7.83,10,10,10,7.92,0.13,1800,84.75
Nicaragua,2009,7.83,7.58,7.58,7.83,7.75,7.67,10,10,10,8.5,0.18,925,84.75
Ethiopia,2009,7.75,7.92,7.83,7.92,7.75,7.67,10,10,10,8,0.1,1750,84.83
Ethiopia,2009,7.42,7.92,7.92,8,7.83,7.83,10,10,10,7.92,0.1,1750,84.83
Taiwan,2016,7.92,7.58,7.83,7.83,7.83,7.83,10,10,10,8,0,464.5152,84.83
Uganda,2013,7.75,7.92,7.67,7.67,8.25,7.75,10,10,10,7.83,0.12,1650,84.83
Brazil,2011,8,7.92,7.75,7.75,8,7.75,10,10,10,7.75,0.11,1200,84.92
Brazil,2011,8,8,7.75,8,7.5,7.75,10,10,10,7.92,0.12,1000,84.92
Colombia,2015,7.92,7.83,7.75,7.83,7.75,8,10,10,10,7.83,0.12,1775,84.92
Colombia,2012,7.75,7.92,7.83,7.75,7.75,8,10,10,10,7.92,0.11,1775,84.92
Mexico,2012,7.75,8,7.75,7.83,7.5,7.92,10,10,10,8.17,0.11,1200,84.92
Taiwan,2015,7.67,7.83,8,7.58,8,7.92,10,10,10,7.92,0.11,800,84.92
Tanzania (United Republic Of),2014,8,7.83,7.83,7.92,7.75,7.75,10,10,10,7.83,0.12,1620,84.92
Brazil,2012,8,8,7.83,7.83,7.67,7.67,10,10,10,8,0.12,1100,85
Costa Rica,2016,7.83,8,7.58,7.92,7.92,7.83,10,10,10,7.92,0.12,1900,85
Guatemala,2009,7.83,8.08,7.67,8,7.75,7.67,10,10,10,8,0.04,371.61216,85
Kenya,2015,8.17,7.83,7.92,7.75,7.67,7.83,10,10,10,7.83,0.11,399.483072,85
Kenya,2012,7.75,7.83,7.75,8.08,8,7.75,10,10,10,7.83,0,1580,85
Mexico,2015,7.83,8,7.83,7.75,7.67,7.83,10,10,10,8.08,0.09,1300,85
Mexico,2010,7.92,8.17,7.75,8.08,7.42,7.83,10,10,10,7.83,0,1400,85
Uganda,2016,8.17,7.92,7.75,7.75,7.67,7.75,10,10,10,8,0.11,1800,85
Colombia,2015,8.17,7.83,7.58,8.08,8,7.75,10,10,10,7.67,0,2560,85.08
Colombia,2012,7.83,8,7.75,7.75,7.83,7.83,10,10,10,8.08,0.11,2136,85.08
Ethiopia,2014,8.42,8,7.42,8,7.92,7.92,9.33,10,10,8.08,0.1,1700,85.08
Guatemala,2012,8.25,8,7.67,7.92,7.75,7.67,10,10,10,7.92,0,1400,85.17
Indonesia,2012,7.75,7.83,7.67,8,8.08,7.83,10,10,10,8,0.11,1325,85.17
Colombia,2015,8.17,7.92,7.83,8,7.58,7.83,10,10,10,7.92,0.11,1550,85.25
Colombia,2014,7.58,8.08,7.92,7.83,8,7.92,10,10,10,7.92,0.12,1550,85.25
China,2015,8,8,8,7.83,7.83,7.75,10,10,10,7.92,0.1,1700,85.33
Costa Rica,2014,7.92,8.08,8,7.92,8,8.08,10,10,9.33,8,0,1300,85.33
Costa Rica,2014,8,7.58,7.58,7.67,8.08,8.5,10,10,10,7.92,0.1,1300,85.33
Guatemala,2014,7.83,7.75,7.83,7.67,7.83,8.58,10,10,10,7.83,0.11,1770,85.33
Kenya,2012,7.83,8.08,7.75,8.08,7.92,7.75,10,10,10,7.92,0,1600,85.33
Kenya,2012,8,7.92,7.92,8.08,7.83,7.75,10,10,10,7.83,0,1200,85.33
Brazil,2011,8,8,8,7.67,7.75,8,10,10,10,8,0.11,1250,85.42
El Salvador,2009,8.08,7.83,7.83,8.08,7.83,7.83,10,10,10,7.92,0.01,1400,85.42
Ethiopia,2015,7.75,7.83,7.83,8.17,7.92,7.83,10,10,10,8.08,0.1,1900,85.42
Uganda,2013,8.08,8,7.83,7.67,8,7.83,10,10,10,8,0.12,1950,85.42
Ethiopia,2015,7.83,8,7.83,7.92,7.83,8.08,10,10,10,8,0.12,1900,85.5
Guatemala,2013,8,7.83,7.67,8.33,7.83,8,10,10,10,7.83,0.11,399.483072,85.5
Kenya,2014,7.92,7.92,7.83,8.08,7.83,7.92,10,10,10,8,0.1,1900,85.5
Panama,2014,8,7.75,7.83,7.83,7.67,8.58,10,10,10,7.83,0.09,1680,85.5
Uganda,2013,8.33,7.92,7.67,7.92,7.67,7.92,10,10,10,8.08,0.12,1600,85.5
El Salvador,2013,7.92,8.17,8,7.92,7.75,7.83,10,10,10,8,0.1,1500,85.58
El Salvador,2012,7.83,8,8,7.75,7.92,8.17,10,10,10,7.92,0.11,1350,85.58
Papua New Guinea,2012,8.33,8.42,7.83,8.33,8,8.25,9.33,9.33,10,7.92,0.12,1700,85.75
Ethiopia,2014,7.83,8.08,7.92,8.08,8,7.92,10,10,10,8,0.1,1900,85.83
Guatemala,2012,7.83,8,8,8.17,7.83,8,10,10,10,8,0.12,399.483072,85.83
Guatemala,2012,8,8,7.83,8.33,7.83,7.83,10,10,10,8,0.1,371.61216,85.83
Panama,2017,8,8,7.92,8.08,7.83,8,10,10,10,8,0.08,1600,85.83
Colombia,2013,8,8,8,8.17,7.83,8,10,10,10,7.92,0,1800,85.92
Uganda,2013,8.17,8.17,7.92,8.08,7.83,7.75,10,10,10,8,0.12,1650,85.92
Colombia,2013,7.75,7.92,7.83,8.08,8.08,8.17,10,10,10,8.17,0.12,1200,86
Ethiopia,2009,7.75,8.08,8,8.25,8,8,10,10,10,7.92,0.01,1750,86
Kenya,2013,7.92,8.17,7.83,8.5,7.5,7.92,10,10,10,8.17,0.11,1860,86
Uganda,2012,8.25,8,7.83,8.08,8,7.92,10,10,10,7.92,0.1,1650,86
United States (Hawaii),2009,8.33,8.17,7.75,8,7.75,7.83,10,10,10,8.17,0,1,86
Brazil,2011,8.33,8,8,8,7.75,8,10,10,10,8,0.11,1250,86.08
Kenya,2014,8.08,8.08,8,8,7.83,8.08,10,10,10,8,0.11,1754,86.08
Taiwan,2015,8.08,8.17,7.75,8.08,7.75,7.83,10,10,10,8.42,0.12,1000,86.08
Brazil,2010,8.17,7.92,7.92,7.75,8.33,8,10,10,10,8.08,0.08,418.06368,86.17
Brazil,2010,8.42,7.92,8,7.75,7.92,8,10,10,10,8.17,0.01,421.7798016,86.17
Thailand,2012,7.83,8.33,7.83,8.25,7.58,7.92,10,10,10,8.42,0.1,1300,86.17
United States,2014,7.67,8.17,8,8,8.17,8.08,10,10,10,8.08,0,1941,86.17
Ethiopia,2014,8,8.08,7.92,8,8.08,8.08,10,10,10,8.08,0.1,1775,86.25
Kenya,2013,8.08,8,8,8.25,7.92,7.92,10,10,10,8.08,0.12,1800,86.25
Costa Rica,2015,8.17,7.83,8,8.08,7.83,8,10,10,10,8.42,0,1300,86.33
Brazil,2011,8.5,8.17,8,7.75,8,8,10,10,10,8,0.12,1300,86.42
Taiwan,2015,8,8,8,8.25,8,8.17,10,10,10,8.17,0,1200,86.58
Honduras,2016,8.17,8.08,8.08,8,8.08,8,10,10,10,8.25,0.1,1400,86.67
Uganda,2013,8.42,8.17,8.17,8.17,7.83,7.92,10,10,10,8.17,0.12,1950,86.83
Brazil,2011,8.5,8.5,8,8,8,8,10,10,10,7.92,0.12,1250,86.92
United States,2014,8.25,8.33,8.17,8.17,7.83,8.17,10,10,10,8.17,0,2112,87.08
Costa Rica,2014,8.08,8.25,8,8.17,8,8.33,10,10,10,8.33,0.11,1300,87.17
Mexico,2012,8.17,8.25,8.17,8,7.83,8.17,10,10,10,8.58,0.13,1320,87.17
China,2015,8.42,8.25,8.08,8.17,7.92,8,10,10,10,8.42,0.1,1450,87.25
Ethiopia,2014,8.17,8.17,8,8.17,8.08,8.33,10,10,10,8.33,0,1850,87.25
United States,2014,8,8.25,8.08,8.5,8.25,8,10,10,10,8.17,0,2019,87.25
United States,2014,8,8.5,8.58,8.17,8.17,8,10,10,10,8.17,0,2080,87.58
Ethiopia,2010,8.25,8.33,8.5,8.25,8.58,8.75,9.33,10,9.33,8.5,0.05,1635,87.83
United States,2014,8.25,8.42,8.17,8.33,8.08,8.17,10,10,10,8.5,0,1872,87.92
United States,2014,8.08,8.67,8.33,8.42,8,8.08,10,10,10,8.33,0,1943,87.92
United States (Hawaii),2009,8.33,8.42,8.08,8.25,8.25,8,10,10,10,8.58,0,1,87.92
Ethiopia,2014,8.17,8.67,8.25,8.5,7.75,8.17,10,10,10,8.58,0.1,1905,88.08
Ethiopia,2014,8.08,8.58,8.5,8.5,7.67,8.42,10,10,10,8.5,0.1,1822.5,88.25
Ethiopia,2010,8.67,8.67,8.58,8.42,8.33,8.42,9.33,10,9.33,8.67,0.03,1635,88.42
Ethiopia,2010,8.25,8.33,8.5,8.42,8.33,8.5,10,10,9.33,9,0.03,1635,88.67
Ethiopia,2014,8.25,8.5,8.25,8.5,8.42,8.33,10,10,10,8.58,0.12,2075,88.83
Ethiopia,2014,8.17,8.58,8.42,8.42,8.5,8.25,10,10,10,8.67,0.11,2000,89
Ethiopia,2014,8.75,8.67,8.5,8.58,8.42,8.42,10,10,10,8.58,0.12,2075,89.92
Ethiopia,2014,8.67,8.83,8.67,8.75,8.5,8.42,10,10,10,8.75,0.12,2075,90.58
